TEAM_ID_1,TEAM_1_PLAYERS,TEAM_ID_2,TEAM_2_PLAYERS,PERIOD
1610612738,"[203935, 1628401, 1628464, 1629684, 1630174]",1610612761,"[1627783, 1627832, 1628384, 1629018, 1630567]",1
1610612738,"[1628401, 1628436, 1628464, 1630202, 1630573]",1610612761,"[1627783, 1628449, 1629018, 1630173, 1630567]",2
1610612738,"[203935, 1628401, 1628464, 1629684, 1630174]",1610612761,"[1627783, 1627832, 1628384, 1629018, 1630567]",3
1610612738,"[1628401, 1628436, 1630174, 1630202, 1630573]",1610612761,"[201152, 1627783, 1629018, 1630173, 1630567]",4
1610612738,"[203935, 1628401, 1628464, 1629684, 1630174]",1610612761,"[201152, 1627783, 1627832, 1628384, 1629018]",5
