TEAM_ID_1,TEAM_1_PLAYERS,TEAM_ID_2,TEAM_2_PLAYERS,PERIOD
1610612761,"[203920, 1627783, 1627832, 1628384, 1630567]",1610612765,"[1628977, 1630165, 1630180, 1630191, 1630595]",1
1610612761,"[1627783, 1628384, 1628449, 1630551, 1630567]",1610612765,"[202709, 1626168, 1628367, 1630199, 1630240]",2
1610612761,"[1627783, 1627832, 1628384, 1630173, 1630567]",1610612765,"[1628977, 1630165, 1630180, 1630191, 1630595]",3
1610612761,"[1627783, 1627832, 1628449, 1629139, 1630567]",1610612765,"[202709, 1626168, 1628367, 1630199, 1630240]",4
