"team1player1","team1player2","team1player3","team1player4","team1player5","team2player1","team2player2","team2player3","team2player4","team2player5","team1_points","team2_points","turnovers","timeofpos"
"Dennis Smith Jr.","Nassir Little","CJ McCollum","Cody Zeller","Tony Snell","Buddy Hield","Damian Jones","Tyrese Haliburton","Davion Mitchell","Harrison Barnes",0,2,0,17
"Dennis Smith Jr.","Nassir Little","Damian Lillard","Cody Zeller","Tony Snell","Buddy Hield","Damian Jones","De'Aaron Fox","Davion Mitchell","Harrison Barnes",2,5,0,24
"Dennis Smith Jr.","Nassir Little","Damian Lillard","Cody Zeller","Tony Snell","Buddy Hield","Damian Jones","Tyrese Haliburton","Davion Mitchell","Harrison Barnes",7,6,0,9
"Dennis Smith Jr.","Nassir Little","Damian Lillard","Robert Covington","Jusuf Nurkic","Buddy Hield","De'Aaron Fox","Davion Mitchell","Tristan Thompson","Harrison Barnes",2,2,0,17
"Denzel Valentine","Darius Garland","Dean Wade","Isaac Okoro","Ed Davis","Bruce Brown","Kevin Durant","Blake Griffin","James Harden","James Johnson",0,0,1,16
"Denzel Valentine","Darius Garland","Dean Wade","Isaac Okoro","Ed Davis","Bruce Brown","LaMarcus Aldridge","James Harden","James Johnson","Patty Mills",0,0,0,20
"Denzel Valentine","Darius Garland","Dean Wade","Isaac Okoro","Ed Davis","Bruce Brown","LaMarcus Aldridge","Kevin Durant","James Harden","James Johnson",0,2,1,15
"Denzel Valentine","Darius Garland","Dean Wade","Kevin Love","Ricky Rubio","Kevin Durant","Blake Griffin","James Harden","Patty Mills","Bruce Brown",2,4,0,32
"Denzel Valentine","Darius Garland","Dylan Windler","Isaac Okoro","Kevin Love","Bruce Brown","LaMarcus Aldridge","James Harden","James Johnson","Patty Mills",2,4,0,27
"Denzel Valentine","Dylan Windler","Dean Wade","Lamar Stevens","Ed Davis","Malik Monk","Austin Reaves","Avery Bradley","Kent Bazemore","Dwight Howard",3,3,0,2
"Denzel Valentine","Dylan Windler","Dean Wade","Lamar Stevens","Ed Davis","Russell Westbrook","Avery Bradley","Anthony Davis","LeBron James","Carmelo Anthony",0,3,0,20
"Denzel Valentine","Dylan Windler","Dean Wade","Lamar Stevens","Kevin Pangos","Petr Cornelie","Michael Porter Jr.","Bol Bol","Zeke Nnaji","Markus Howard",0,4,1,11
"Denzel Valentine","Dylan Windler","Evan Mobley","Kevin Pangos","Ed Davis","Justise Winslow","Luke Kennard","Isaiah Hartenstein","Amir Coffey","Terance Mann",0,2,0,3
"Denzel Valentine","Dylan Windler","Lamar Stevens","Evan Mobley","Kevin Pangos","Boban Marjanovic","Dorian Finney-Smith","Sterling Brown","Josh Green","Trey Burke",0,4,0,29
"Denzel Valentine","Dylan Windler","Lamar Stevens","Kevin Pangos","Ed Davis","Aaron Holiday","Daniel Gafford","Anthony Gill","Corey Kispert","Raul Neto",3,8,1,8
"Denzel Valentine","Dylan Windler","Lamar Stevens","Kevin Pangos","Ed Davis","Boban Marjanovic","Josh Green","Reggie Bullock","Tim Hardaway Jr.","Trey Burke",5,10,0,14
"Denzel Valentine","Dylan Windler","Lamar Stevens","Kevin Pangos","Ed Davis","Caleb Martin","Gabe Vincent","Max Strus","KZ Okpala","Omer Yurtseven",8,7,1,12
"Denzel Valentine","Lamar Stevens","RJ Nembhard","Kevin Pangos","Ed Davis","Semi Ojeleye","Jordan Nwora","Sandro Mamukelashvili","Javonte Smart","Thanasis Antetokounmpo",7,3,1,20
"Denzel Valentine","Lauri Markkanen","Darius Garland","Dean Wade","Lamar Stevens","Chris Paul","Devin Booker","Mikal Bridges","Cameron Johnson","Jae Crowder",2,1,1,4
"Denzel Valentine","Tacko Fall","Dean Wade","Lamar Stevens","Kevin Pangos","Karl-Anthony Towns","Jarred Vanderbilt","Jaylen Nowell","Anthony Edwards","Patrick Beverley",0,0,0,6
"Denzel Valentine","Tacko Fall","Dean Wade","Lamar Stevens","Kevin Pangos","Karl-Anthony Towns","Malik Beasley","Jake Layman","Jarred Vanderbilt","Jaylen Nowell",2,8,0,21
"Denzel Valentine","Tacko Fall","Dean Wade","Lamar Stevens","Kevin Pangos","Malik Beasley","Jake Layman","Josh Okogie","Jaylen Nowell","Nathan Knight",5,10,1,22
"Denzel Valentine","Tacko Fall","Dylan Windler","Dean Wade","Lamar Stevens","Kevin Knox II","Quentin Grimes","Obi Toppin","Miles McBride","Jericho Sims",0,0,1,3
"Denzel Valentine","Tacko Fall","Dylan Windler","Dean Wade","Lamar Stevens","Quentin Grimes","Obi Toppin","Immanuel Quickley","Miles McBride","Nerlens Noel",2,0,0,17
"Derrick Favors","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Clint Capela","Bogdan Bogdanovic","John Collins","Kevin Huerter","Trae Young",23,37,1,185
"Derrick Favors","Kenrich Williams","Aleksej Pokusevski","Tre Mann","Josh Giddey","Chris Boucher","Gary Trent Jr.","Yuta Watanabe","Scottie Barnes","Dalano Banton",0,0,0,6
"Derrick Favors","Kenrich Williams","Aleksej Pokusevski","Tre Mann","Josh Giddey","Gary Trent Jr.","Isaac Bonga","Yuta Watanabe","Scottie Barnes","Dalano Banton",4,3,0,31
"Derrick Favors","Kenrich Williams","Aleksej Pokusevski","Tre Mann","Josh Giddey","Pascal Siakam","Chris Boucher","Gary Trent Jr.","Scottie Barnes","Dalano Banton",0,2,0,38
"Derrick Favors","Kenrich Williams","Aleksej Pokusevski","Tre Mann","Josh Giddey","Pascal Siakam","Svi Mykhailiuk","Justin Champagnie","Scottie Barnes","Dalano Banton",4,2,0,95
"Derrick Favors","Kenrich Williams","Aleksej Pokusevski","Tre Mann","Josh Giddey","Svi Mykhailiuk","Isaac Bonga","Yuta Watanabe","Scottie Barnes","Dalano Banton",3,1,0,26
"Derrick Favors","Kenrich Williams","Aleksej Pokusevski","Tre Mann","Josh Giddey","Trey Lyles","Josh Jackson","Frank Jackson","Saddiq Bey","Saben Lee",22,16,0,180
"Derrick Favors","Kenrich Williams","Luguentz Dort","Theo Maledon","Aleksej Pokusevski","Carmelo Anthony","Dwight Howard","Russell Westbrook","Wayne Ellington","Malik Monk",2,9,0,43
"Derrick Favors","Kenrich Williams","Luguentz Dort","Theo Maledon","Aleksej Pokusevski","Malik Monk","Austin Reaves","Russell Westbrook","Carmelo Anthony","Dwight Howard",2,3,0,15
"Derrick Favors","Kenrich Williams","Luguentz Dort","Ty Jerome","Josh Giddey","Carmelo Anthony","Russell Westbrook","Anthony Davis","Malik Monk","Austin Reaves",6,4,0,66
"Derrick Favors","Kenrich Williams","Theo Maledon","Jeremiah Robinson-Earl","Josh Giddey","Christian Wood","Daniel Theis","Kevin Porter Jr.","Jalen Green","Jae'Sean Tate",5,5,0,27
"Derrick Favors","Kenrich Williams","Theo Maledon","Jeremiah Robinson-Earl","Josh Giddey","Christian Wood","David Nwaba","Daniel Theis","Kevin Porter Jr.","Jalen Green",9,9,0,78
"Derrick Favors","Kenrich Williams","Ty Jerome","Aleksej Pokusevski","Josh Giddey","Andre Iguodala","Nemanja Bjelica","Otto Porter Jr.","Jordan Poole","Moses Moody",8,8,0,81
"Derrick Favors","Shai Gilgeous-Alexander","Darius Bazley","Jeremiah Robinson-Earl","Josh Giddey","Isaiah Hartenstein","Terance Mann","Nicolas Batum","Paul George","Reggie Jackson",5,2,0,15
"Derrick Favors","Shai Gilgeous-Alexander","Darius Bazley","Jeremiah Robinson-Earl","Josh Giddey","Ivica Zubac","Luke Kennard","Terance Mann","Paul George","Reggie Jackson",3,0,1,23
"Derrick Favors","Shai Gilgeous-Alexander","Darius Bazley","Jeremiah Robinson-Earl","Josh Giddey","Ivica Zubac","Terance Mann","Nicolas Batum","Paul George","Reggie Jackson",0,0,0,2
"Derrick Favors","Shai Gilgeous-Alexander","Darius Bazley","Jeremiah Robinson-Earl","Josh Giddey","Luke Kennard","Isaiah Hartenstein","Terance Mann","Paul George","Reggie Jackson",0,9,0,19
"Derrick Favors","Shai Gilgeous-Alexander","Darius Bazley","Jeremiah Robinson-Earl","Josh Giddey","Nicolas Batum","Paul George","Eric Bledsoe","Reggie Jackson","Ivica Zubac",30,20,0,155
"Derrick Favors","Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Al Horford","Dennis Schroder","Marcus Smart","Jayson Tatum","Grant Williams",17,30,1,151
"Derrick Favors","Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Carmelo Anthony","Russell Westbrook","DeAndre Jordan","Avery Bradley","Kent Bazemore",2,5,0,42
"Derrick Favors","Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Garrett Temple","Jonas Valanciunas","Devonte' Graham","Nickeil Alexander-Walker","Herbert Jones",9,14,0,92
"Derrick Favors","Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Garrett Temple","Jonas Valanciunas","Josh Hart","Devonte' Graham","Nickeil Alexander-Walker",13,7,0,75
"Derrick Favors","Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Mike Conley","Bojan Bogdanovic","Rudy Gobert","Royce O'Neale","Donovan Mitchell",12,25,1,180
