TEAM_ID_1,TEAM_1_PLAYERS,TEAM_ID_2,TEAM_2_PLAYERS,PERIOD
1610612765,"[203924, 1630165, 1630180, 1630191, 1630595]",1610612756,"[101108, 203109, 1628969, 1629013, 1629028]",1
1610612765,"[202709, 1626168, 1628402, 1628977, 1630180]",1610612756,"[201580, 203901, 1626166, 1629661, 1630688]",2
1610612765,"[203924, 1630165, 1630180, 1630191, 1630595]",1610612756,"[101108, 203109, 1628969, 1629013, 1629028]",3
1610612765,"[202709, 1626168, 1628402, 1630165, 1630568]",1610612756,"[101108, 201580, 1626166, 1628969, 1629661]",4
