team1_id,team1_player1,team1_player2,team1_player3,team1_player4,team1_player5,team2_id,team2_player1,team2_player2,team2_player3,team2_player4,team2_player5,game_id,period,possession_start,possession_end,team1_points,team2_points,possession_team,turnover
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,0,7,0,2,1610612747,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,23,23,2,0,1610612744,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,36,36,0,0,1610612747,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,36,42,2,0,1610612744,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,55,58,0,0,1610612747,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,67,67,0,0,1610612744,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,73,76,0,0,1610612747,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,86,89,0,0,1610612744,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,96,101,0,0,1610612747,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,111,122,0,0,1610612744,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,133,136,0,0,1610612747,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,139,143,0,0,1610612744,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,155,155,0,2,1610612747,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,170,170,3,0,1610612744,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,184,184,0,2,1610612747,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,199,199,2,0,1610612744,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,215,220,0,1,1610612747,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,235,235,3,0,1610612744,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,250,250,0,2,1610612747,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,262,264,0,0,1610612744,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,268,268,0,3,1610612747,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,279,279,0,0,1610612744,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,289,289,0,2,1610612747,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,299,302,0,0,1610612744,{}
1610612744,201939,203110,203952,1626172,1629673,1610612747,2544,201566,201599,203076,203145,22100002,1,309,324,0,0,1610612747,{nan: 1}
1610612744,1629673,201939,202357,203110,2738,1610612747,2544,201566,201599,203076,203145,22100002,1,343,346,0,0,1610612744,{}
1610612744,1627814,201939,202357,203110,2738,1610612747,2544,201566,201599,203076,203145,22100002,1,352,352,0,3,1610612747,{}
1610612744,1627814,201939,202357,203110,2738,1610612747,2544,201566,201599,203076,203145,22100002,1,372,372,2,0,1610612744,{}
1610612744,1627814,201939,202357,203110,2738,1610612747,200765,203076,203145,2544,2546,22100002,1,384,384,0,0,1610612747,{}
1610612744,1627814,201939,202357,203110,2738,1610612747,200765,203076,203145,2544,2546,22100002,1,398,402,0,0,1610612744,{}
1610612744,1627814,201939,202357,203110,2738,1610612747,200765,203076,203145,2544,2546,22100002,1,413,413,0,3,1610612747,{}
1610612744,1627814,201939,202357,203110,2738,1610612747,200765,203076,203145,2544,2546,22100002,1,419,428,2,0,1610612744,{}
1610612744,1627814,201939,202357,203110,2738,1610612747,200765,203076,203145,2544,2546,22100002,1,442,445,0,0,1610612747,{}
1610612744,1627814,201939,202357,203110,2738,1610612747,200765,203076,203145,2544,2546,22100002,1,448,448,0,0,1610612744,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,200765,203076,203145,2544,2546,22100002,1,458,460,0,1,1610612747,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,200765,203076,203145,2544,2546,22100002,1,473,473,2,0,1610612744,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,200765,203076,203145,2544,2546,22100002,1,487,487,0,2,1610612747,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,200765,203076,203145,2544,2546,22100002,1,506,506,0,0,1610612744,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,203076,203145,2546,22100002,1,516,516,0,2,1610612747,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,203076,203145,2546,22100002,1,521,531,0,0,1610612744,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,203076,203145,2546,22100002,1,534,534,0,3,1610612747,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,203076,203145,2546,22100002,1,549,549,3,0,1610612744,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,203076,203145,2546,22100002,1,566,568,0,0,1610612747,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,203076,203145,2546,22100002,1,575,578,0,0,1610612744,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,203076,203145,2546,22100002,1,583,583,0,2,1610612747,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,203076,203145,2546,22100002,1,592,595,2,0,1610612744,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,201566,203076,2546,22100002,1,610,612,0,0,1610612747,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,201566,203076,2546,22100002,1,621,621,3,0,1610612744,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,201566,203076,2546,22100002,1,635,638,0,0,1610612747,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,201566,203076,2546,22100002,1,652,652,2,0,1610612744,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,201566,203076,2546,22100002,1,666,666,0,2,1610612747,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,201566,203076,2546,22100002,1,673,673,2,0,1610612744,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,201566,203076,2546,22100002,1,685,685,0,2,1610612747,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,201566,203076,2546,22100002,1,693,693,2,0,1610612744,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,201566,203076,2546,22100002,1,712,715,0,0,1610612747,{}
1610612744,1627814,1629308,201939,202357,2738,1610612747,1628370,200765,201566,203076,2546,22100002,1,719,719,0,0,1610612747,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,720,745,0,0,1610612744,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,760,760,0,2,1610612747,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,770,770,0,0,1610612744,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,787,789,0,0,1610612747,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,794,798,2,0,1610612744,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,816,816,0,2,1610612747,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,827,827,0,0,1610612744,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,832,832,0,0,1610612747,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,838,840,0,0,1610612744,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,854,854,0,2,1610612747,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,868,868,3,0,1610612744,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,881,884,0,0,1610612747,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,889,889,2,0,1610612744,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,904,907,0,0,1610612747,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,915,917,0,0,1610612744,{}
1610612744,2738,202357,203490,1627814,1629673,1610612747,2544,2546,2730,201566,1628370,22100002,2,926,939,0,1,1610612747,{}
1610612744,1629673,1630541,202357,203490,2738,1610612747,1628370,200765,2544,2546,2730,22100002,2,951,953,0,0,1610612744,{}
1610612744,1629673,1630541,202357,203490,2738,1610612747,1628370,200765,2544,2546,2730,22100002,2,968,968,0,0,1610612747,{}
1610612744,1629673,1630541,202357,203490,2738,1610612747,1628370,200765,2544,2546,2730,22100002,2,971,971,2,0,1610612744,{}
1610612744,1626172,1629673,1630541,203490,203952,1610612747,1628370,200765,2544,2546,2730,22100002,2,984,984,0,0,1610612747,{}
1610612744,1626172,1629673,1630541,203490,203952,1610612747,1628370,200765,2544,2546,2730,22100002,2,989,992,0,0,1610612744,{}
1610612744,1626172,1629673,1630541,203490,203952,1610612747,1628370,200765,2544,2546,2730,22100002,2,997,997,0,0,1610612747,{}
1610612744,1626172,1629673,1630541,203490,203952,1610612747,1628370,200765,2544,2546,2730,22100002,2,1001,1003,0,0,1610612744,{}
1610612744,1626172,1629673,1630541,203490,203952,1610612747,1628370,200765,2544,2546,2730,22100002,2,1008,1008,0,2,1610612747,{}
1610612744,1626172,1629673,1630541,203490,203952,1610612747,1628370,200765,2544,2546,2730,22100002,2,1029,1031,0,0,1610612744,{}
1610612744,1626172,1629673,1630541,203490,203952,1610612747,1628370,200765,2544,2546,2730,22100002,2,1034,1037,0,0,1610612747,{}
1610612744,1626172,1629673,1630541,203490,203952,1610612747,1628370,200765,2544,2546,2730,22100002,2,1041,1043,0,0,1610612744,{}
1610612744,1626172,1629673,1630541,203490,203952,1610612747,1628370,200765,2544,2546,2730,22100002,2,1048,1048,0,3,1610612747,{}
1610612744,1626172,1629673,1630541,203490,203952,1610612747,1628370,200765,2544,2546,2730,22100002,2,1049,1067,0,0,1610612744,{}
1610612744,1626172,1629673,1630541,203110,203952,1610612747,1628370,200765,203076,2544,2730,22100002,2,1085,1088,0,0,1610612747,{}
1610612744,1626172,1629673,1630541,203110,203952,1610612747,1628370,200765,203076,2544,2730,22100002,2,1093,1097,0,0,1610612744,{}
1610612744,1626172,1629673,1630541,203110,203952,1610612747,1628370,200765,203076,2544,2730,22100002,2,1108,1108,0,0,1610612747,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1122,1122,2,0,1610612744,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1135,1137,0,0,1610612747,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1139,1139,0,0,1610612744,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1148,1151,0,0,1610612747,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1152,1152,0,0,1610612744,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1155,1163,0,2,1610612747,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1173,1173,0,0,1610612744,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1179,1179,0,0,1610612747,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1183,1187,0,0,1610612744,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1204,1207,0,0,1610612747,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1220,1220,0,0,1610612744,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1226,1226,0,2,1610612747,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1235,1235,2,0,1610612744,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1243,1245,0,0,1610612747,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1253,1253,2,0,1610612744,{}
1610612744,1626172,1630541,201939,203110,203952,1610612747,200765,201566,203076,203145,2730,22100002,2,1253,1271,0,0,1610612747,{}
