,playerId,RAPM__Off,RAPM__Def,RAPM,RAPM_Rank,RAPM__Off_Rank,RAPM__Def_Rank,RAPM__intercept
159,Elijah Hughes,-0.0113,-0.0186,-0.03,529.0,354.0,316.0,-0.0
160,Emmanuel Mudiay,0.0,-0.0025,-0.0,305.0,264.0,496.0,-0.0
161,Enes Freedom,0.0359,-0.0123,0.02,41.0,1.0,362.0,-0.0
162,Eric Bledsoe,-0.0127,-0.0003,-0.01,437.0,337.0,534.0,-0.0
163,Eric Gordon,0.0091,0.0104,0.02,56.0,110.0,91.0,-0.0
164,Eric Paschall,-0.0189,-0.0092,-0.03,525.0,300.5,394.0,-0.0
165,Eugene Omoruyi,0.0028,0.0028,0.01,187.0,203.0,196.5,-0.0
166,Evan Fournier,-0.0025,0.0029,0.0,257.0,497.5,195.0,-0.0
167,Evan Mobley,0.0096,0.0051,0.01,86.0,103.5,163.0,-0.0
168,Facundo Campazzo,-0.0126,-0.0116,-0.02,514.0,338.0,366.5,-0.0
169,Frank Jackson,-0.0012,-0.0055,-0.01,371.5,524.5,450.5,-0.0
170,Frank Kaminsky,0.0016,0.007,0.01,140.0,221.0,132.0,-0.0
171,Frank Ntilikina,0.0074,0.0192,0.03,27.0,130.0,27.5,-0.0
172,Franz Wagner,0.0029,0.0071,0.01,129.5,201.0,130.5,-0.0
173,Fred VanVleet,0.024,0.0088,0.03,11.0,10.0,105.0,-0.0
174,Freddie Gillespie,-0.0039,-0.0028,-0.01,371.5,472.0,490.5,-0.0
175,Furkan Korkmaz,-0.0038,-0.0098,-0.01,443.0,474.0,386.5,-0.0
176,Gabe Vincent,0.009,-0.0113,-0.0,302.5,111.5,369.0,-0.0
177,Gabriel Deck,0.003,-0.0029,0.0,265.0,198.0,489.0,-0.0
178,Garrett Temple,-0.0054,-0.03,-0.04,534.0,445.5,292.0,-0.0
179,Garrison Mathews,0.0087,-0.0006,0.01,149.0,114.0,526.5,-0.0
180,Gary Clark,-0.0054,-0.0133,-0.02,482.5,445.5,353.0,-0.0
181,Gary Harris,-0.0056,0.008,0.0,230.5,442.0,115.5,-0.0
182,Gary Payton II,0.0164,0.0227,0.04,7.0,38.0,18.0,-0.0
183,Gary Trent Jr.,0.0042,-0.0034,0.0,256.0,183.0,481.0,-0.0
184,George Hill,0.0267,0.0233,0.05,3.0,6.0,17.0,-0.0
185,George King,-0.02,0.0009,-0.02,488.5,294.0,232.5,-0.0
186,Georges Niang,0.0125,-0.0041,0.01,142.0,59.0,470.5,-0.0
187,Georgios Kalaitzakis,-0.0154,-0.0154,-0.03,530.0,312.0,334.0,-0.0
188,Giannis Antetokounmpo,0.0123,-0.0054,0.01,164.5,62.0,453.0,-0.0
189,Goga Bitadze,0.0041,-0.0081,-0.0,330.5,186.5,414.5,-0.0
190,Goran Dragic,-0.0018,-0.0082,-0.01,414.0,512.0,411.0,-0.0
191,Gordon Hayward,-0.0041,-0.0161,-0.02,495.5,469.0,330.0,-0.0
192,Gorgui Dieng,0.0001,0.0039,0.0,209.5,249.0,180.5,-0.0
193,Grant Williams,-0.0013,0.0079,0.01,171.0,522.0,117.0,-0.0
194,Grayson Allen,-0.0041,0.002,-0.0,299.0,469.0,216.0,-0.0
195,Greg Brown III,-0.0001,-0.0272,-0.03,524.0,541.0,295.5,-0.0
196,Hamidou Diallo,-0.0023,0.0127,0.01,125.5,502.0,68.0,-0.0
197,Harrison Barnes,0.0053,-0.0004,0.0,197.0,163.0,531.5,-0.0
198,Hassan Whiteside,0.0246,0.0023,0.03,25.5,9.0,209.0,-0.0
199,Hassani Gravett,0.01,-0.0025,0.01,155.5,97.0,496.0,-0.0
200,Herbert Jones,0.0026,0.0175,0.02,54.0,206.5,37.0,-0.0
201,Ignas Brazdeikis,-0.006,0.0109,0.0,197.0,432.5,86.5,-0.0
202,Immanuel Quickley,0.016,0.0042,0.02,53.0,40.0,174.5,-0.0
203,Isaac Bonga,0.0048,-0.0234,-0.02,481.0,170.5,301.0,-0.0
204,Isaac Okoro,-0.0123,0.0077,-0.0,339.0,339.5,120.0,-0.0
205,Isaiah Hartenstein,0.009,0.0194,0.03,21.0,111.5,25.0,-0.0
206,Isaiah Jackson,0.0188,-0.0013,0.02,70.0,23.0,518.5,-0.0
207,Isaiah Joe,-0.0101,0.0012,-0.01,399.5,371.5,226.5,-0.0
208,Isaiah Livers,-0.0035,0.0,-0.0,320.5,483.0,269.0,-0.0
209,Isaiah Roby,-0.0019,-0.0079,-0.01,412.0,511.0,418.0,-0.0
210,Isaiah Stewart,-0.0217,0.0076,-0.01,449.0,289.0,124.0,-0.0
211,Isaiah Thomas,0.0062,-0.0002,0.01,181.0,148.0,538.0,-0.0
212,Isaiah Todd,0.0055,-0.0066,-0.0,281.5,159.0,433.5,-0.0
213,Ish Smith,0.0052,-0.0052,0.0,269.0,165.5,456.0,-0.0
214,Ish Wainright,0.0103,-0.0021,0.01,147.0,94.5,504.0,-0.0
215,Ivica Zubac,-0.0083,0.0086,0.0,260.0,394.5,108.0,-0.0
216,JT Thor,-0.008,0.034,0.03,29.0,402.0,3.0,-0.0
217,Ja Morant,-0.0068,-0.0148,-0.02,506.0,418.0,339.0,-0.0
218,JaMychal Green,0.0007,-0.0199,-0.02,490.0,237.5,311.0,-0.0
219,JaQuori McLaughlin,-0.01,-0.0018,-0.01,426.5,373.0,508.0,-0.0
220,JaVale McGee,0.0071,-0.0144,-0.01,380.0,135.0,342.0,-0.0
221,Jabari Parker,0.0075,-0.0057,0.0,237.0,128.5,447.0,-0.0
222,Jaden McDaniels,-0.0128,0.0062,-0.01,370.0,335.5,145.0,-0.0
223,Jaden Springer,-0.0051,0.0,-0.01,348.0,452.5,269.0,-0.0
224,Jae Crowder,0.0142,-0.0002,0.01,91.5,46.0,538.0,-0.0
225,Jae'Sean Tate,-0.0143,0.01,-0.0,335.0,324.0,95.0,-0.0
226,Jahmi'us Ramsey,-0.0011,0.0042,0.0,222.0,526.5,174.5,-0.0
227,Jake Layman,0.0011,-0.0025,-0.0,288.5,233.5,496.0,-0.0
228,Jakob Poeltl,0.0174,-0.0059,0.01,111.0,32.0,443.0,-0.0
229,Jalen Brunson,0.0139,-0.0006,0.01,96.5,49.0,526.5,-0.0
230,Jalen Green,-0.0149,-0.0311,-0.05,540.0,318.0,291.0,-0.0
231,Jalen Johnson,0.0085,-0.0066,0.0,235.0,117.0,433.5,-0.0
232,Jalen McDaniels,0.0105,0.0022,0.01,99.0,89.5,211.5,-0.0
233,Jalen Smith,0.0012,-0.0085,-0.01,381.0,231.5,406.5,-0.0
234,Jalen Suggs,0.0013,-0.0048,-0.0,318.5,228.5,461.0,-0.0
235,James Bouknight,-0.0152,-0.0016,-0.02,468.0,314.0,513.5,-0.0
236,James Ennis III,0.0,-0.0032,-0.0,315.0,264.0,484.0,-0.0
237,James Harden,0.0112,0.0044,0.02,77.0,72.0,169.0,-0.0
238,James Johnson,0.0039,0.0302,0.03,9.5,190.0,6.0,-0.0
239,Jamorko Pickett,-0.0056,0.0,-0.01,355.5,442.0,269.0,-0.0
240,Jared Butler,0.0251,-0.0163,0.01,138.0,8.0,327.5,-0.0
241,Jared Harper,-0.0014,0.0,-0.0,288.5,519.0,269.0,-0.0
242,Jaren Jackson Jr.,-0.0072,0.014,0.01,167.0,414.5,53.5,-0.0
243,Jarred Vanderbilt,0.0339,0.0096,0.04,5.0,2.0,98.0,-0.0
244,Jarrett Allen,0.0133,0.001,0.01,89.0,53.0,230.0,-0.0
245,Jarrett Culver,-0.0089,0.0304,0.02,48.0,388.0,4.0,-0.0
246,Javonte Green,0.0045,-0.0108,-0.01,367.0,177.5,374.5,-0.0
247,Javonte Smart,0.003,-0.0098,-0.01,374.0,198.0,386.5,-0.0
248,Jaxson Hayes,0.0109,-0.0084,0.0,229.0,81.0,409.0,-0.0
249,Jay Huff,0.0186,-0.0033,0.02,83.0,26.0,482.0,-0.0
250,Jay Scrubb,-0.0053,0.0126,0.01,157.0,448.5,69.0,-0.0
251,Jaylen Brown,0.0178,0.0063,0.02,36.5,30.5,142.5,-0.0
252,Jaylen Nowell,-0.0098,0.0023,-0.01,385.5,375.0,209.0,-0.0
253,Jayson Tatum,0.0069,0.0171,0.02,38.0,139.5,40.0,-0.0
254,Jeff Dowtin Jr.,0.0061,0.0177,0.02,39.5,152.0,34.0,-0.0
255,Jeff Green,-0.0129,0.0087,-0.0,334.0,333.5,106.5,-0.0
256,Jemerrio Jones,0.0,-0.0088,-0.01,398.0,264.0,400.0,-0.0
257,Jerami Grant,0.007,0.0002,0.01,158.5,138.0,248.0,-0.0
258,Jeremiah Robinson-Earl,-0.0198,-0.0052,-0.02,518.0,295.0,456.0,-0.0
259,Jeremy Lamb,0.0129,0.0112,0.02,36.5,56.0,83.0,-0.0
260,Jericho Sims,0.0202,-0.0005,0.02,55.0,18.0,529.0,-0.0
261,Jevon Carter,-0.0172,-0.0017,-0.02,485.5,308.0,511.0,-0.0
262,Jimmy Butler,0.011,0.0047,0.02,75.5,77.5,165.0,-0.0
263,Jock Landale,0.033,0.0283,0.06,1.0,3.0,7.5,-0.0
264,Joe Harris,0.0002,-0.0164,-0.02,466.0,247.5,325.5,-0.0
265,Joe Ingles,-0.0034,0.0014,-0.0,296.0,487.0,222.0,-0.0
266,Joe Johnson,0.0,0.0,0.0,269.0,264.0,269.0,-0.0
267,Joe Wieskamp,0.0,0.0,0.0,269.0,264.0,269.0,-0.0
268,Joel Ayayi,0.0042,0.0025,0.01,170.0,183.0,204.5,-0.0
269,Joel Embiid,0.0103,-0.0024,0.01,153.5,94.5,500.0,-0.0
270,John Collins,0.0259,-0.0136,0.01,103.0,7.0,350.5,-0.0
271,John Konchar,0.0117,-0.0002,0.01,111.0,67.5,538.0,-0.0
272,Jonas Valanciunas,0.0071,0.0062,0.01,96.5,135.0,145.0,-0.0
273,Jonathan Kuminga,0.0139,-0.0078,0.01,179.0,49.0,419.5,-0.0
274,Jordan Clarkson,0.0012,0.0091,0.01,127.5,231.5,104.0,-0.0
275,Jordan McLaughlin,-0.0146,0.0009,-0.01,444.5,321.0,232.5,-0.0
276,Jordan Nwora,-0.0098,0.0116,0.0,237.0,375.0,80.0,-0.0
277,Jordan Poole,-0.0104,0.0211,0.01,121.0,368.0,21.0,-0.0
278,Jordan Schakel,0.0,0.0,0.0,269.0,264.0,269.0,-0.0
279,Jose Alvarado,0.0165,0.0,0.02,73.0,36.0,269.0,-0.0
280,Josh Christopher,-0.0007,-0.008,-0.01,396.0,533.0,417.0,-0.0
281,Josh Giddey,-0.0059,-0.0127,-0.02,480.0,434.0,356.5,-0.0
282,Josh Green,0.0164,0.0132,0.03,18.0,38.0,64.0,-0.0
283,Josh Hart,-0.0008,0.0162,0.02,80.5,531.5,45.5,-0.0
284,Josh Jackson,-0.0005,-0.0142,-0.01,455.0,535.5,345.0,-0.0
285,Josh Okogie,-0.0008,-0.0015,-0.0,302.5,531.5,516.0,-0.0
286,Josh Richardson,0.002,0.0063,0.01,145.5,214.0,142.5,-0.0
287,Joshua Primo,0.0154,-0.0064,0.01,134.0,43.0,437.0,-0.0
288,Jrue Holiday,0.0164,0.0441,0.06,2.0,38.0,1.0,-0.0
289,Juan Toscano-Anderson,0.0073,-0.0052,0.0,233.5,131.5,456.0,-0.0
290,Juancho Hernangomez,-0.0105,-0.0166,-0.03,523.0,365.5,323.5,-0.0
291,Julius Randle,-0.0105,0.0078,-0.0,310.0,365.5,118.0,-0.0
292,Justin Anderson,0.0111,0.0113,0.02,46.0,74.0,81.0,-0.0
293,Justin Champagnie,0.0005,0.0186,0.02,60.0,239.5,30.5,-0.0
294,Justin Holiday,0.0016,0.0059,0.01,155.5,221.0,150.5,-0.0
295,Justin Jackson,0.0,-0.0111,-0.01,420.5,264.0,370.5,-0.0
296,Justin Robinson,0.005,-0.0072,-0.0,300.5,167.0,426.0,-0.0
297,Justise Winslow,0.0044,-0.0149,-0.01,416.0,179.0,338.0,-0.0
298,Jusuf Nurkic,0.0067,-0.0087,-0.0,295.0,142.0,403.0,-0.0
299,Juwan Morgan,-0.008,0.0,-0.01,393.0,402.0,269.0,-0.0
300,KZ Okpala,-0.0048,0.0065,0.0,239.5,459.5,140.0,-0.0
301,Kai Jones,-0.0073,0.0025,-0.0,343.0,412.0,204.5,-0.0
302,Karl-Anthony Towns,0.0155,-0.0015,0.01,91.5,41.5,516.0,-0.0
303,Keita Bates-Diop,0.013,0.0186,0.03,14.0,54.0,30.5,-0.0
304,Kelan Martin,-0.0025,-0.0099,-0.01,432.0,497.5,384.0,-0.0
305,Keldon Johnson,0.0043,0.0025,0.01,167.0,180.5,204.5,-0.0
306,Keljin Blevins,0.0,-0.0162,-0.02,464.5,264.0,329.0,-0.0
307,Kelly Olynyk,-0.0022,-0.0004,-0.0,307.5,505.0,531.5,-0.0
308,Kelly Oubre Jr.,-0.003,0.0025,-0.0,276.0,491.5,204.5,-0.0
309,Kemba Walker,-0.0041,-0.0058,-0.01,413.0,469.0,445.0,-0.0
310,Kenrich Williams,0.0302,0.0022,0.03,12.0,4.0,211.5,-0.0
311,Kent Bazemore,-0.0025,-0.0043,-0.01,375.5,497.5,467.0,-0.0
312,Kentavious Caldwell-Pope,-0.0022,0.008,0.01,183.0,505.0,115.5,-0.0
313,Kenyon Martin Jr.,0.0093,-0.0037,0.01,188.0,108.5,476.5,-0.0
314,Keon Johnson,0.0045,0.0003,0.0,200.0,177.5,246.0,-0.0
315,Kessler Edwards,-0.0053,0.0191,0.01,94.0,448.5,29.0,-0.0
316,Kevin Durant,0.0082,0.0054,0.01,95.0,120.5,160.5,-0.0
317,Kevin Huerter,0.0207,0.0005,0.02,49.0,17.0,241.0,-0.0
318,Kevin Knox II,-0.0075,-0.0136,-0.02,501.5,410.5,350.5,-0.0
319,Kevin Love,0.0106,0.0006,0.01,115.5,86.5,237.5,-0.0
320,Kevin Pangos,-0.0135,-0.0067,-0.02,495.5,327.0,430.5,-0.0
321,Kevin Porter Jr.,0.0118,0.0155,0.03,23.5,65.5,47.0,-0.0
322,Kevon Looney,-0.0052,0.0005,-0.0,341.0,451.0,241.0,-0.0
323,Khem Birch,0.0065,0.0121,0.02,63.5,143.0,73.0,-0.0
324,Khris Middleton,-0.0035,0.0077,0.0,207.0,483.0,120.0,-0.0
325,Killian Hayes,0.0077,-0.0211,-0.01,441.5,125.5,308.5,-0.0
326,Killian Tillie,0.014,-0.004,0.01,129.5,47.0,472.5,-0.0
327,Kira Lewis Jr.,-0.021,-0.0056,-0.03,521.0,292.0,448.0,-0.0
328,Kristaps Porzingis,0.0011,0.0006,0.0,239.5,233.5,237.5,-0.0
329,Kyle Anderson,-0.0011,-0.0068,-0.01,392.0,526.5,428.0,-0.0
330,Kyle Kuzma,-0.0035,-0.0134,-0.02,470.0,483.0,352.0,-0.0
331,Kyle Lowry,0.001,0.0071,0.01,149.0,235.0,130.5,-0.0
332,Kyrie Irving,-0.006,0.0,-0.01,360.0,432.5,269.0,-0.0
333,LaMarcus Aldridge,-0.0042,0.0056,0.0,245.0,466.5,155.5,-0.0
334,LaMelo Ball,-0.0005,0.021,0.02,52.0,535.5,22.0,-0.0
335,Lamar Stevens,0.0077,-0.0062,0.0,242.0,125.5,439.0,-0.0
336,Lance Stephenson,-0.0057,0.0019,-0.0,327.0,438.0,217.5,-0.0
337,Landry Shamet,-0.0066,0.0076,0.0,252.0,422.0,124.0,-0.0
338,Langston Galloway,-0.0024,-0.0016,-0.0,332.0,500.0,513.5,-0.0
339,Larry Nance Jr.,0.0052,0.0103,0.02,78.0,165.5,92.0,-0.0
340,Lauri Markkanen,-0.0023,0.011,0.01,139.0,502.0,85.0,-0.0
341,LeBron James,0.0077,0.0175,0.03,34.0,125.5,37.0,-0.0
342,Leandro Bolmaro,0.0187,-0.0003,0.02,67.0,25.0,534.0,-0.0
343,Lonnie Walker IV,-0.0174,0.0245,0.01,160.0,306.5,15.0,-0.0
344,Lonzo Ball,0.0022,0.0059,0.01,149.0,212.0,150.5,-0.0
345,Lou Williams,0.0079,-0.0268,-0.02,485.5,122.5,297.0,-0.0
346,Louis King,0.0018,0.0043,0.01,179.0,216.5,171.5,-0.0
347,Luguentz Dort,-0.0189,0.0164,-0.0,304.0,300.5,44.0,-0.0
348,Luka Doncic,-0.0034,-0.015,-0.02,478.5,487.0,337.0,-0.0
349,Luka Garza,-0.0115,-0.003,-0.01,452.0,352.0,487.5,-0.0
350,Luke Kennard,-0.001,0.0013,0.0,260.0,529.0,224.0,-0.0
351,Luke Kornet,0.0111,0.0007,0.01,106.5,74.0,235.0,-0.0
352,Malachi Flynn,-0.0029,-0.0066,-0.01,408.0,493.5,433.5,-0.0
353,Malcolm Brogdon,0.0041,0.0039,0.01,151.5,186.5,180.5,-0.0
354,Malcolm Hill,0.0046,0.0,0.0,203.0,175.5,269.0,-0.0
355,Malik Beasley,-0.0083,-0.0076,-0.02,461.0,394.5,421.5,-0.0
356,Malik Fitts,-0.0048,0.0006,-0.0,333.0,459.5,237.5,-0.0
357,Malik Monk,0.0182,0.0117,0.03,17.0,28.5,78.5,-0.0
358,Marcus Garrett,0.0121,0.014,0.03,28.0,63.0,53.5,-0.0
359,Marcus Morris Sr.,-0.0021,-0.003,-0.01,348.0,508.5,487.5,-0.0
360,Marcus Smart,-0.0012,0.0121,0.01,117.5,524.5,73.0,-0.0
361,Markieff Morris,-0.0036,0.006,0.0,230.5,478.5,147.5,-0.0
362,Marko Simonovic,-0.0014,0.0,-0.0,288.5,519.0,269.0,-0.0
363,Markus Howard,-0.0132,-0.0002,-0.01,441.5,331.0,538.0,-0.0
364,Marquese Chriss,-0.0086,0.0012,-0.01,383.5,391.0,226.5,-0.0
365,Marvin Bagley III,-0.0037,0.0052,0.0,243.5,476.0,162.0,-0.0
366,Mason Jones,0.0,-0.0012,-0.0,283.0,264.0,520.0,-0.0
367,Mason Plumlee,-0.0158,0.0263,0.01,124.0,311.0,11.0,-0.0
368,Matisse Thybulle,0.0053,-0.0058,-0.0,275.0,163.0,445.0,-0.0
369,Matt Mooney,0.0,-0.0046,-0.0,339.0,264.0,463.0,-0.0
370,Matt Thomas,-0.0188,-0.0031,-0.02,508.0,302.0,486.0,-0.0
371,Maurice Harkless,-0.008,0.0095,0.0,243.5,402.0,100.0,-0.0
372,Max Strus,-0.0092,0.0149,0.01,184.0,384.5,49.0,-0.0
373,Maxi Kleber,0.0093,-0.0022,0.01,162.0,108.5,502.5,-0.0
374,McKinley Wright IV,0.0,0.0,0.0,269.0,264.0,269.0,-0.0
375,Michael Porter Jr.,0.0129,-0.0022,0.01,122.0,56.0,502.5,-0.0
376,Mikal Bridges,0.0014,0.0192,0.02,51.0,225.0,27.5,-0.0
377,Mike Conley,0.0014,0.0058,0.01,158.5,225.0,153.0,-0.0
378,Mike Muscala,-0.0025,0.0138,0.01,114.0,497.5,58.5,-0.0
379,Miles Bridges,0.0108,0.0168,0.03,22.0,84.0,41.5,-0.0
380,Miles McBride,0.0105,-0.0046,0.01,182.0,89.5,463.0,-0.0
381,Mitchell Robinson,-0.0013,-0.0009,-0.0,300.5,522.0,522.0,-0.0
382,Miye Oni,-0.0062,-0.0117,-0.02,474.0,429.0,365.0,-0.0
383,Mo Bamba,0.0049,-0.014,-0.01,403.0,168.5,348.0,-0.0
384,Monte Morris,0.0117,0.0112,0.02,43.0,67.5,83.0,-0.0
385,Montrezl Harrell,0.0042,0.0248,0.03,19.0,183.0,14.0,-0.0
386,Moritz Wagner,0.0134,-0.0106,0.0,224.0,52.0,376.5,-0.0
387,Moses Brown,-0.0133,0.0135,0.0,263.5,329.0,61.5,-0.0
388,Moses Moody,-0.0095,0.0076,-0.0,294.0,380.0,124.0,-0.0
389,Moses Wright,-0.0014,0.0,-0.0,288.5,519.0,269.0,-0.0
390,Mychal Mulder,0.0105,-0.016,-0.01,353.5,89.5,331.0,-0.0
391,Myles Powell,-0.0105,0.0,-0.01,417.0,365.5,269.0,-0.0
392,Myles Turner,0.011,-0.0042,0.01,169.0,77.5,468.5,-0.0
393,Naji Marshall,-0.0047,0.0139,0.01,133.0,462.5,56.0,-0.0
394,Nassir Little,0.0059,-0.0098,-0.0,328.5,154.5,386.5,-0.0
395,Nathan Knight,0.0017,0.0,0.0,241.0,218.5,269.0,-0.0
396,Naz Reid,-0.0098,-0.0119,-0.02,507.0,375.0,363.0,-0.0
397,Neemias Queta,-0.0049,-0.0105,-0.02,459.0,456.5,379.0,-0.0
