TEAM_ID_1,TEAM_1_PLAYERS,TEAM_ID_2,TEAM_2_PLAYERS,PERIOD
1610612764,"[203078, 203484, 203915, 1628398, 1629655]",1610612737,"[203991, 203992, 1628381, 1629027, 1629631]",1
1610612764,"[203915, 1628988, 1629655, 1630166, 1630557]",1610612737,"[101150, 201568, 203476, 1626153, 1629629]",2
1610612764,"[203078, 203484, 203915, 1628398, 1629655]",1610612737,"[203991, 203992, 1628381, 1629027, 1629631]",3
1610612764,"[203915, 1626149, 1628988, 1630166, 1630557]",1610612737,"[101150, 201568, 203991, 1626153, 1629629]",4
